Actor:0.002273,-0.002665,-0.001844,0.002251,0.001041,0.001844,0.001415,0.002249,0.001373,-0.001043,-0.001001,-0.000717,0.002084,-0.003095,-0.000542,-0.003049,0.001589,0.002113,-0.000893,0.001040,-0.000080,0.001081,0.003377,-0.000008,-0.002644,0.001109,0.001377,0.000472,-0.001943,-0.002034,-0.000440,-0.001640,-0.000109,0.001791,-0.001147,0.003151,-0.000866,0.001444,-0.001180,-0.001587,0.000058,0.000775,-0.002429,0.001435,0.000353,-0.001045,-0.000401,0.000182,0.000024,-0.000124,0.001050,0.000441,-0.000096,-0.000855,0.002439,0.000264,0.001053,-0.001623,-0.002332,0.000086,0.000593,0.000367,-0.000323,-0.000309,0.000090,0.000761,-0.001298,0.000110,0.001512,-0.000330,0.001810,0.001941,-0.003401,-0.001164,0.001756,-0.001512,-0.000296,-0.001508,-0.001581,-0.000580,0.000717,-0.001067,0.000936,-0.002029,0.002376,0.002724,0.000553,0.001512,0.000232,0.000043,0.001001,-0.001991,-0.001284,0.000462,0.001893,-0.000675,-0.000834,0.002218,0.000714,-0.000874,-0.001193,0.000766,0.002111,0.001738,0.002980,0.002937,0.001532,0.000734,0.002041,-0.000681,0.002229,0.002481,-0.000952,-0.001882,-0.000785,-0.001770,-0.001053,0.002315,0.003189,0.002659,0.000527,-0.000633,-0.000546,-0.001134,0.001153,-0.001087,0.000113,-0.001367,0.000102,-0.001582,-0.000777,-0.001095,0.003105,-0.000621,0.001935,0.000600,0.001378,-0.000646,0.001746,0.001271,-0.003357,-0.001016,0.002161,0.000729,0.001776,0.001305,-0.002224,-0.000589,0.000401,0.000177,-0.001116,0.000193,0.001193,0.002079,-0.001120,0.001393,-0.001127,-0.000424,-0.001251,-0.002134,0.001022,-0.001903,0.003132,-0.003780,0.002387,-0.001727,-0.000444,0.000920,0.002393,0.000747,0.001497,0.001807,0.000023,-0.002117,0.000031,-0.000133,0.000071,-0.000497,-0.000443,-0.001459,0.001476,-0.000452,0.001400,-0.002084,0.000843,-0.000989,-0.002780,-0.000085,0.000792,0.000655,-0.001149,-0.002774,-0.001656,-0.001665,-0.001130,-0.000474,0.002100,0.001651,0.000213,-0.000305
Book:-0.002463,0.001568,-0.001584,-0.001812,0.001821,0.000040,-0.000749,0.001162,-0.000469,-0.000855,0.002344,0.002397,0.000056,-0.000251,0.001150,0.000907,-0.001043,-0.002897,-0.001624,0.001194,-0.001054,0.001116,-0.002999,-0.001327,0.000218,-0.002294,-0.001928,0.001038,-0.002009,0.002130,0.000066,0.001069,-0.000270,-0.000049,0.002422,-0.000250,0.000115,0.002442,-0.000400,-0.000334,0.001551,0.000878,0.001943,0.001415,0.002790,-0.000376,0.000729,-0.000822,-0.002612,-0.000323,0.001099,-0.000619,0.001919,-0.000419,-0.002159,0.001969,0.001979,-0.000472,-0.001504,-0.001638,0.002312,0.001463,0.001684,-0.002864,0.002160,0.002198,0.001143,0.003101,-0.000945,-0.001362,-0.002637,-0.002663,-0.001692,0.001617,0.001932,-0.000426,-0.001882,-0.001894,0.001418,-0.002375,-0.000661,-0.001909,0.000093,-0.000566,0.001874,0.000573,-0.002039,-0.002050,0.002225,-0.002401,-0.000086,0.001781,0.001256,0.000691,0.002110,-0.002146,0.000596,-0.001628,0.000348,-0.000161,-0.000395,0.000962,-0.000140,-0.001854,-0.000129,-0.001201,0.000943,0.000559,-0.002270,0.000336,0.000430,-0.002044,0.001089,-0.002813,0.000028,0.000820,-0.001124,0.000945,-0.000203,-0.001437,-0.001694,0.001390,0.001084,0.002929,-0.001162,0.001362,0.000187,0.002499,-0.001708,-0.000114,0.000884,0.000797,0.001607,-0.001755,0.002168,-0.001565,0.001537,0.000738,-0.000235,0.001104,0.001283,-0.000482,-0.000904,-0.001388,0.001367,0.002334,0.002183,-0.001447,0.000664,-0.003013,-0.000961,0.000115,0.001194,-0.002302,-0.001558,-0.002062,-0.001806,0.000200,-0.000555,-0.000338,0.000524,0.002260,-0.000859,-0.001090,-0.002599,0.000455,0.001927,-0.001173,-0.002216,0.000803,-0.002067,-0.001700,0.001050,-0.001540,0.000523,0.000267,0.001573,0.001552,-0.000181,-0.002245,-0.002529,0.001974,0.000307,0.002041,0.001986,0.001794,0.001698,-0.000405,-0.002186,-0.000695,-0.002739,0.002494,-0.000934,0.001095,0.002043,-0.000275,0.000213,0.001494,-0.000465,0.002251
City :    0.003994,0.001292,-0.022519,0.005969,0.011720,0.022728,0.024876,-0.011146,0.034528,-0.004162,0.007130,0.032136,0.020435,-0.003686,-0.031082,-0.005844,0.027639,0.016011,0.000071,-0.034227,0.039293,-0.016869,0.042950,-0.028031,0.008604,0.032930,-0.041566,-0.023481,-0.010519,-0.003763,0.018431,0.000110,0.011461,0.022849,0.015901,0.043230,0.029747,-0.003915,-0.009785,-0.012039,-0.026814,0.049435,-0.022661,0.003787,-0.051473,-0.012971,-0.019086,-0.040838,-0.000202,0.020494,-0.014940,-0.001276,0.018535,0.003917,0.007919,0.014220,-0.012367,0.013742,0.001470,0.059981,-0.017030,0.000639,0.016155,0.010674,-0.011065,0.010904,0.023647,-0.014845,0.014296,0.027389,-0.023291,0.034046,-0.002543,-0.032416,0.010121,-0.015928,0.008162,-0.039640,0.023230,0.031377,0.006499,-0.013052,0.003713,0.019605,0.026572,0.010592,0.019170,0.014308,0.047767,0.018104,-0.020401,0.021390,0.028820,-0.007604,-0.020629,-0.007422,0.031428,-0.016833,-0.015701,-0.014108,0.022860,0.013790,-0.026250,-0.010386,0.028914,0.036886,-0.005724,-0.023782,-0.006460,-0.028196,0.006021,0.016110,-0.010988,0.044094,0.006671,0.021058,-0.037370,0.024606,-0.010531,0.023109,0.002336,0.000585,0.022274,-0.010382,-0.029319,-0.005818,-0.021832,-0.016116,0.023719,0.001016,-0.010249,-0.030676,0.052239,0.019661,-0.016421,0.017580,0.011358,0.036647,-0.024157,0.024770,-0.010254,0.009625,-0.022512,0.028681,0.013527,0.000782,-0.002323,0.005247,-0.006209,0.028095,0.005562,0.011080,-0.011272,0.018847,-0.025280,-0.010511,0.027337,0.012301,0.009038,-0.026695,-0.016918,-0.019399,0.038358,-0.044228,0.032931,-0.009724,0.006518,0.001428,-0.007572,0.029891,0.023759,0.024098,-0.018258,0.008384,0.015990,-0.001347,0.006953,-0.005788,0.000578,0.002822,-0.000138,-0.003884,-0.007483,-0.014239,0.014499,-0.010823,-0.047801,-0.020576,-0.006961,0.004694,-0.010645,0.009282,0.007348,-0.007227,-0.006616,0.027472,-0.011674,0.000082,0.008046,-0.018673
company: -0.002435,0.000966,-0.001223,-0.002757,0.002551,0.004314,0.009197,0.005253,0.008458,-0.010055,-0.004427,0.014826,0.022446,-0.004918,-0.011865,-0.015146,-0.000276,0.004904,0.006814,-0.002346,0.003104,0.002628,0.023552,-0.009373,-0.003461,0.009542,-0.002013,-0.010411,-0.003831,-0.005775,0.006563,0.006375,-0.000040,-0.008095,0.002752,0.020020,0.007068,-0.003172,-0.005449,-0.004361,-0.007667,0.019116,-0.020531,0.004419,-0.006020,-0.000263,-0.000108,-0.007041,0.000980,0.000470,-0.000525,-0.019124,0.001120,-0.005321,0.001749,0.017829,-0.006160,-0.000639,0.001842,0.020563,-0.000731,0.005056,0.016166,0.004462,-0.004870,0.011399,-0.001202,-0.007728,-0.005265,0.001644,0.002173,0.013194,-0.006610,-0.002118,0.007747,0.006361,-0.007191,0.005673,0.002957,0.023321,-0.000707,-0.003768,-0.004007,0.002690,0.001510,0.011550,0.006413,0.012769,0.010883,0.011377,-0.010039,-0.002005,0.009382,-0.004236,-0.004990,-0.017476,0.014130,0.006847,-0.006589,0.009874,0.004279,0.009252,0.000043,0.000926,0.009660,0.012214,0.004080,-0.012755,-0.007672,-0.008703,0.001693,-0.006663,-0.002670,0.008585,-0.000298,0.002654,-0.003538,-0.002365,-0.004036,0.004852,-0.003071,0.008214,0.006223,-0.009491,0.000166,-0.005660,-0.007842,-0.002695,0.006611,0.002753,-0.009849,-0.010560,0.014031,0.020069,-0.006503,0.017883,0.006774,0.011898,-0.005393,-0.003121,-0.001249,-0.002687,0.015789,0.020735,0.007826,-0.008307,-0.007580,0.005849,0.011586,0.014487,0.000850,-0.000740,-0.006943,0.009916,-0.002894,0.000084,0.007848,0.000988,-0.012012,-0.015318,0.005698,-0.002330,0.009019,-0.017459,0.013427,-0.000531,0.014963,0.000644,-0.017282,0.012667,0.005332,0.000998,-0.000724,-0.002690,0.015170,0.001228,-0.006462,-0.008145,-0.003283,-0.004206,0.013344,-0.003728,0.007257,0.006869,-0.003144,-0.005709,-0.004762,-0.003901,-0.000399,-0.001312,0.013246,-0.014546,-0.005749,0.007805,0.002641,0.005763,-0.001227,0.000920,-0.018187,-0.008903
country: 0.005428,-0.000034,-0.000692,-0.027563,-0.031996,0.002663,0.004884,0.021682,0.022628,-0.004742,-0.018120,-0.033638,0.041185,0.023696,-0.029201,-0.013177,0.028648,0.000353,0.047138,0.009902,-0.022680,0.005569,0.054322,-0.033359,0.021579,0.024033,0.035042,0.021362,0.012719,-0.021717,0.010287,0.002983,-0.020070,-0.006140,0.013709,0.060861,-0.024964,-0.006476,-0.016364,-0.005177,-0.003379,0.012386,-0.035019,0.015311,0.008046,0.005646,0.003504,-0.023287,0.036899,0.022166,0.002721,-0.067396,0.005611,0.016029,0.001840,0.036299,0.028669,-0.010989,-0.007796,-0.000208,-0.021812,-0.006632,0.021246,0.015660,-0.020102,-0.017207,0.024805,-0.039699,0.021847,-0.041245,0.014261,0.054346,0.023467,0.031905,0.007494,0.011014,-0.003993,-0.010921,-0.039499,-0.003079,-0.008587,0.039602,-0.007457,0.001633,-0.008827,0.034683,-0.007602,0.040704,0.000840,-0.011060,-0.013030,-0.023057,-0.006063,-0.004028,0.025565,-0.057219,-0.025145,0.016208,0.004011,0.026471,-0.005781,0.000956,0.004983,-0.013609,-0.017618,-0.018885,0.015764,-0.008597,-0.003659,-0.035845,-0.011114,0.007425,-0.003786,0.024293,0.010941,-0.023309,0.010461,-0.016046,-0.024285,0.007714,0.014911,0.013206,0.017243,0.020216,0.034156,-0.038803,0.025417,0.009486,0.030302,0.004725,-0.015669,-0.005034,0.007160,0.022730,-0.002018,0.010892,-0.015646,-0.009524,0.010318,-0.012372,0.004220,0.001151,0.038773,0.048843,0.002804,-0.015036,0.003568,0.021719,0.035227,0.038398,0.002695,-0.004485,0.008740,-0.010915,0.010976,-0.008868,-0.007183,0.010120,-0.048783,-0.027647,0.015306,0.004069,0.004669,-0.007456,-0.031297,0.015936,0.050399,0.006822,-0.059745,0.023028,-0.021852,0.005082,-0.009007,0.011219,0.032807,-0.017027,-0.007777,0.016882,0.003479,0.033801,0.033126,0.010999,0.021135,0.031898,0.019675,-0.029725,0.025434,-0.006998,-0.014145,-0.023634,0.028064,-0.048857,0.018860,0.028506,0.001206,-0.018720,-0.022907,-0.014152,0.010158,-0.073075
film : 0.000611,-0.002452,0.002229,-0.001808,-0.002213,0.002041,-0.001776,0.001275,-0.001932,-0.001646,-0.001825,0.002465,-0.002238,0.002356,0.000932,0.000766,-0.001586,0.000305,0.001755,-0.002455,0.002469,0.000706,-0.001430,-0.001409,0.001604,-0.001912,0.000060,-0.001285,0.002307,0.000879,0.001062,-0.000241,-0.001779,0.000100,-0.001319,0.000214,0.002441,0.000831,0.002107,-0.001556,-0.001113,0.000626,-0.002083,-0.000769,-0.000873,-0.000435,-0.000321,-0.002142,-0.000411,-0.000093,-0.000953,0.002452,0.002432,-0.001468,-0.000991,-0.001710,-0.000426,0.000251,-0.001910,-0.002074,0.000558,-0.001384,0.001550,0.001681,0.000721,0.000021,0.001928,0.000123,0.000110,0.001775,0.000142,-0.001029,0.000597,0.001811,0.000138,0.002367,-0.001593,0.002062,-0.001181,-0.002412,0.000144,-0.001132,0.001655,0.001129,0.000554,0.001794,-0.001640,-0.000572,-0.002029,-0.001317,-0.001133,0.000261,0.000414,0.002059,-0.001969,0.002046,0.002015,-0.002036,0.002198,-0.001677,-0.002220,0.001374,0.001668,-0.002443,0.000849,-0.001377,0.000070,-0.001000,-0.002374,0.001496,0.001534,-0.001382,-0.002251,0.000762,-0.002480,-0.001001,-0.002174,-0.002377,0.000624,-0.000917,-0.001997,-0.000351,0.000715,0.001058,0.002049,-0.001782,-0.001416,-0.000885,0.000612,-0.000841,-0.000397,-0.001766,0.000366,0.000506,0.001146,0.000739,-0.002217,0.002420,-0.000041,0.000863,-0.000253,0.001663,0.000963,0.000775,-0.000852,0.000922,-0.000100,-0.001184,-0.002337,-0.000096,0.001495,0.000411,0.001459,-0.001992,-0.001483,-0.002130,0.001739,0.000172,-0.002175,-0.000056,-0.001085,-0.000327,-0.001321,0.002252,-0.000580,-0.000799,0.000849,0.000150,-0.001320,-0.002098,-0.001134,-0.000716,0.002316,0.000608,0.002034,-0.001405,0.000964,-0.000354,0.000558,-0.000966,-0.002158,0.000667,-0.002446,0.002169,-0.001851,-0.000827,-0.002372,-0.002443,0.000758,-0.000940,0.000737,0.001692,0.000904,-0.001942,0.000527,-0.001039,-0.001386,-0.000337,0.001838,0.000914
organization: -0.011616,0.002086,-0.023693,-0.002350,0.028839,-0.008662,-0.017952,-0.004122,-0.024597,0.009229,-0.000351,0.069741,-0.008830,-0.003147,-0.023169,0.012802,-0.040384,-0.006351,0.002092,-0.015734,-0.002878,-0.038619,0.003726,0.008364,0.015265,-0.017978,-0.011312,-0.015833,-0.021105,0.005809,-0.002298,0.003800,0.003927,0.000312,0.001170,-0.020512,0.015765,0.001086,-0.030607,0.015781,-0.007246,-0.025827,0.021778,0.024621,-0.027012,-0.001471,-0.023926,0.009753,-0.003137,0.027103,0.039928,-0.025421,0.020636,-0.028903,-0.000312,0.044196,0.012300,-0.004333,0.041173,0.007950,0.022939,0.017604,0.009337,-0.019029,-0.009197,0.023091,-0.023613,0.018866,-0.011486,0.055558,0.035484,0.014861,0.006777,0.013212,0.000665,-0.009260,-0.038181,0.000091,0.017498,0.032006,0.019793,-0.053907,-0.000512,-0.013648,-0.012527,0.023399,-0.036985,0.000458,0.032169,0.016587,0.002891,0.037438,0.027197,0.002466,-0.019944,0.002865,0.003966,0.023263,0.018803,0.030873,-0.032667,0.038588,-0.018946,-0.005754,0.053658,0.005841,0.008019,0.017969,0.017184,-0.017110,-0.021387,0.013340,0.011097,0.024156,0.008025,-0.004014,-0.041196,-0.011337,-0.005728,-0.018288,-0.000787,0.038159,-0.022698,0.053866,-0.004945,-0.006081,0.008641,-0.012355,0.025686,0.020536,-0.011389,0.000759,-0.007947,0.030472,0.032940,-0.001944,-0.001575,-0.045234,-0.013954,0.002272,0.021611,-0.008513,0.030338,-0.027372,-0.007459,-0.036443,0.002630,0.038986,0.025989,0.024653,-0.005175,0.011861,0.034267,0.036908,0.019358,0.016733,0.018938,-0.024852,0.005751,0.026211,0.004004,0.004584,0.026807,0.008175,0.011044,-0.005661,0.008890,-0.015918,-0.002787,-0.003534,-0.015309,0.000373,-0.000912,-0.001466,-0.005887,0.046618,0.022181,-0.000428,-0.035066,-0.034906,0.002923,-0.036613,-0.021778,-0.016887,-0.009651,0.054344,-0.005978,-0.020270,0.012336,0.014989,0.025461,0.002267,0.000545,0.018837,0.022190,0.036451,0.014778,-0.015298,-0.021126,-0.017599
Person : -0.000120,0.000888,0.002210,0.001551,-0.001968,-0.002396,0.001204,-0.000140,0.000506,-0.001386,0.001704,0.000013,-0.000298,0.000274,0.001591,0.001290,-0.000777,0.002478,-0.002184,0.001126,0.001802,-0.000046,-0.000732,-0.002311,-0.001596,0.000655,0.001022,-0.000667,-0.000665,0.001458,0.000800,0.002117,0.002390,-0.000886,0.002201,-0.000401,-0.001354,-0.001074,0.002398,0.000829,0.000802,0.001813,0.001365,-0.002455,-0.000128,-0.000890,0.000240,0.001466,0.000951,-0.002039,-0.000152,-0.000578,-0.002322,0.000203,-0.002448,0.000795,-0.000384,0.000695,0.000927,-0.002229,-0.001857,-0.001650,-0.000786,0.000584,0.000537,0.001731,-0.000273,-0.002180,0.000435,0.000363,-0.001355,-0.001246,0.000082,0.001192,0.000588,0.002316,0.000733,-0.001005,0.001781,-0.000783,-0.000671,0.002209,0.001019,-0.001307,-0.001427,-0.000828,0.002301,0.001955,-0.002192,-0.001358,-0.002210,0.001533,0.000545,-0.002058,0.001903,0.000051,0.000788,0.001036,0.002403,0.001972,0.000400,-0.001256,-0.001473,0.000265,0.002438,0.000136,0.001077,0.001289,0.002331,0.001535,-0.001139,-0.001146,0.000035,0.000299,-0.001112,-0.000393,-0.000511,0.001106,0.001725,-0.001796,0.001574,0.000067,0.000099,-0.001005,0.000971,0.001234,0.002283,-0.002219,-0.000212,-0.000454,-0.000188,-0.002008,-0.000295,0.001456,-0.001604,0.002125,-0.001088,0.001234,-0.000624,0.001920,0.000176,-0.000454,0.001766,0.000316,-0.000269,-0.000107,0.001341,-0.001909,0.002214,-0.000904,0.001412,-0.002070,0.000384,-0.001991,0.001623,-0.002162,0.001408,0.001916,0.001807,0.000353,-0.000998,0.000783,0.001270,-0.001183,-0.000413,-0.000848,-0.000405,0.002236,0.001523,-0.000208,0.001094,0.000225,0.002262,0.000900,-0.001509,0.001034,-0.002458,-0.001570,-0.002032,-0.000380,-0.000389,-0.001758,0.002215,-0.000309,0.001626,0.001274,0.002385,-0.000484,-0.000521,0.000375,-0.002146,0.000280,-0.000534,0.000182,0.001235,0.001157,-0.000687,-0.000018,-0.001485,-0.000600
Place:   0.010899,-0.005800,-0.004719,-0.032084,0.008653,0.012690,-0.014291,0.010703,0.034020,0.022705,0.011787,0.055343,-0.001909,0.032277,-0.028663,0.008940,0.032153,0.015287,0.024184,-0.029208,-0.024387,-0.012837,0.049414,-0.025169,0.030033,0.047993,-0.029248,0.000348,0.013531,-0.021082,0.009928,-0.014850,0.014747,0.036611,0.003009,0.036616,0.011629,-0.018249,-0.027661,-0.023936,-0.001528,0.025204,-0.015850,0.009265,-0.034255,-0.020258,-0.002770,-0.028827,0.034091,0.028653,0.004976,-0.041113,0.040500,0.012631,-0.004257,0.038619,0.030031,0.001107,0.006883,0.036634,-0.005700,-0.010926,0.022075,-0.003151,-0.006508,-0.026274,0.040051,-0.050212,0.033563,-0.028814,0.018825,0.074869,0.007983,0.017271,0.013525,-0.015668,-0.027486,-0.062023,-0.007076,0.024582,-0.003825,-0.009364,0.006670,0.019714,0.016827,0.045859,-0.006784,0.030326,0.050662,0.000211,-0.025923,-0.010116,0.015370,0.001435,-0.013239,-0.034502,-0.007558,-0.028392,-0.001213,0.012261,-0.005774,-0.003915,-0.027932,-0.025037,0.012021,0.023575,-0.000665,0.013796,0.010589,-0.018140,-0.001419,0.028626,-0.009413,0.058942,0.011986,-0.011583,-0.049898,0.022424,-0.032693,0.009319,-0.003793,0.010589,0.002325,0.022012,0.009061,-0.026207,0.027345,0.004895,0.036883,0.019501,-0.028071,-0.006269,0.020127,0.033790,0.011966,-0.010475,-0.030099,-0.030169,-0.007602,0.005481,0.003574,0.007130,0.011655,0.013522,-0.001083,0.006108,0.015060,0.015051,0.038434,0.054904,-0.009459,0.014606,-0.007986,0.027934,0.006130,-0.017630,0.008766,0.013317,-0.025121,-0.011823,-0.002893,-0.001570,0.036301,-0.022504,-0.021134,0.004298,0.032025,0.000133,-0.048444,0.038541,-0.003234,0.024068,-0.026799,0.026736,0.034238,-0.000386,0.006959,0.014146,-0.017302,0.024083,-0.002137,0.012150,0.007502,0.009308,0.033059,-0.013345,-0.023262,-0.036895,-0.016634,0.003737,-0.007183,-0.021073,0.024500,0.017434,-0.005614,0.010336,-0.020501,-0.006957,0.005731,-0.075738
President:  -0.011267,-0.010341,-0.001550,-0.002923,0.005471,0.002530,0.009443,-0.009598,-0.011101,-0.004054,0.016596,0.017269,-0.005146,0.002448,-0.003994,0.011091,-0.002171,-0.008883,-0.000670,0.004194,-0.001604,0.001251,-0.015444,0.002340,-0.011885,0.000903,0.004520,0.004588,-0.023258,0.003123,-0.008186,-0.000113,-0.008687,0.003645,-0.011807,0.012936,-0.011499,0.004181,-0.002807,0.001473,0.004900,0.009960,-0.008562,0.007229,0.007749,-0.005522,-0.013013,0.009561,0.003343,-0.005208,-0.006681,0.000656,0.001767,-0.003927,0.016671,-0.000073,-0.014807,0.005110,-0.006395,-0.009605,0.005957,0.012088,-0.004174,-0.001954,0.008325,0.004151,-0.010812,-0.002571,-0.013109,0.006790,0.008968,-0.014609,-0.001280,0.003657,0.005287,0.000256,0.002525,0.014359,0.002673,0.009059,-0.010634,-0.005944,-0.008081,-0.004130,-0.000978,-0.014492,0.011372,-0.003660,-0.004723,-0.013343,0.005981,0.001729,-0.009135,-0.000759,0.006880,-0.000214,-0.005452,0.004856,-0.004489,0.002735,-0.000366,-0.007663,0.012387,-0.002078,0.005452,-0.000842,0.011406,-0.004239,-0.001126,0.012093,0.009326,-0.013835,0.011192,-0.008373,0.005571,0.007697,0.015927,-0.008157,0.007677,-0.021490,0.004371,-0.015690,-0.001186,-0.004027,0.002357,0.011873,-0.003132,0.002637,-0.006781,0.003951,-0.005089,0.002961,-0.017911,-0.004097,0.005692,-0.004784,-0.005303,0.013206,-0.007069,0.000409,0.000449,-0.004980,-0.015155,-0.013370,0.007758,0.010286,-0.019970,0.003289,0.003198,-0.004356,0.012824,0.008914,0.004303,-0.027266,0.000429,0.000317,-0.002348,-0.002474,0.005650,-0.009031,0.002193,0.008728,-0.003319,0.013851,0.003125,0.005473,0.009703,0.000666,0.010934,-0.010231,-0.004096,0.003660,0.000175,-0.008638,-0.021640,0.003843,-0.006040,0.011341,-0.000567,-0.010238,0.005216,-0.006148,-0.013256,-0.006761,-0.006645,-0.003835,0.003265,0.008434,-0.004228,-0.007586,-0.001139,0.008688,-0.006136,0.003165,-0.006843,-0.001514,-0.003955,0.009784,-0.010548,0.010240
